"height","weight"
155.310852518718,48.1128991723972
160.119950142003,54.0653988003681
177.363644696337,41.3470703168634
162.852677221437,47.546837398241
153.832697613962,46.6683570801478
180.797651952358,38.1856711315498
150.670881273925,38.5410233100927
138.960387551168,52.7675836230555
144.234812682764,42.547492369498
152.626268613511,43.3843546637021
165.336103406847,52.1530070760943
137.49764341093,47.3829567948027
157.681550556353,52.6941203895708
156.647732525279,57.6941328171184
154.203400545531,55.0205449510964
149.04914604046,48.1857684205962
146.946452528216,44.3503746022866
171.066818111347,56.957801889981
174.519068425005,45.3402939674463
175.671073752925,49.2798792852385
153.739372594573,49.1913339144614
143.040184763443,60.609121716126
166.004600449998,47.3948198180783
155.302297611124,47.9270001535546
151.506842092671,54.8915042291325
152.255735629472,46.8924920918292
165.138092859112,50.3140999766573
148.058449153168,56.1911056127073
164.454291453188,50.274876731122
154.300572107473,49.0832576265372
156.653077626898,53.2665043738594
149.674760852327,54.1505386207082
142.662538097847,40.8942037347875
158.507008103271,40.9694433762752
172.920233356714,49.1265618757912
162.520495029651,47.5756417959168
160.363548657048,48.286988430208
143.154041565826,53.119408711721
152.445130971158,54.4903654063603
154.479843184835,48.7253269580352
156.510804208854,48.7100257141329
152.700424652527,46.6698483294058
151.379125393928,49.8506230808912
144.550958140321,50.8487056364784
151.340440312432,48.2275704617746
167.972605756048,50.2024657755116
156.655474566724,46.2085694185706
158.619808317212,51.9846651493575
153.213258488434,40.7234113213381
165.051885590429,53.880696159522
168.777186870849,51.4829051440975
157.946221306221,45.2946886878151
164.887217078391,55.0315627060078
146.937160197757,51.214108597961
143.312571357135,57.0217069955995
146.658179430015,54.7718813417214
147.276416801838,44.4975980435216
164.944611324935,52.666632837701
148.080035266289,50.9731849765901
151.67490220165,48.6365847844513
147.122612570949,41.4184900150018
156.111360730434,48.1178858147597
151.679124288231,43.9728164024112
154.65846705666,43.1948615574401
149.66400297945,54.7517416608967
159.682762751906,46.3967966410197
136.741601936827,48.3037159793464
164.837784170003,47.5225580096421
149.941678384546,58.3442928516394
168.472474836905,47.6603481674394
154.434424773364,44.6899750750626
156.226287029643,51.4429655730982
159.393169010886,51.9703627081878
170.06432232043,52.2769880573404
159.179072348547,41.327463937791
158.427260833647,37.9112843594483
148.632730502249,55.9998983621847
157.95233386951,52.3939362916083
137.973000886371,57.8948323295602
156.545069024614,57.2153594978612
164.679289986289,42.5276289250296
149.214615226425,48.7571660609353
171.966386571048,49.8175788856939
145.272014628943,60.3875733176864
155.352105496504,52.2173969277563
143.017960190704,54.7684896589945
166.885772412317,57.0833075400945
152.98017469332,47.5454026733612
164.06521344259,56.0550547618403
164.361630149393,54.8309416273881
157.859665736356,51.5019839694165
171.056047638141,52.3018548083955
163.456526775427,49.2387736977193
151.776180584914,46.8511850195322
150.61672581392,52.0868392763013
159.327701121694,54.1278149181359
172.662239753596,48.7404726231795
153.225487265466,46.2651548136283
144.834168457922,39.3634752893672
179,35
